,filepath,image,imagename,label,extension
28,../data/original/National Zoo/Spike/IMG_0277.JPG,IMG_0277.JPG,Spike_IMG_0277.JPG,Spike,.JPG
29,../data/original/National Zoo/Spike/IMG_1250.JPG,IMG_1250.JPG,Spike_IMG_1250.JPG,Spike,.JPG
30,../data/original/National Zoo/Spike/IMG_0666.JPG,IMG_0666.JPG,Spike_IMG_0666.JPG,Spike,.JPG
31,../data/original/National Zoo/Spike/IMG_0702.JPG,IMG_0702.JPG,Spike_IMG_0702.JPG,Spike,.JPG
32,../data/original/National Zoo/Spike/IMG_0453.JPG,IMG_0453.JPG,Spike_IMG_0453.JPG,Spike,.JPG
33,../data/original/National Zoo/Spike/IMG_0270.JPG,IMG_0270.JPG,Spike_IMG_0270.JPG,Spike,.JPG
34,../data/original/National Zoo/Spike/IMG_0935.JPG,IMG_0935.JPG,Spike_IMG_0935.JPG,Spike,.JPG
35,../data/original/National Zoo/Spike/IMG_0246.JPG,IMG_0246.JPG,Spike_IMG_0246.JPG,Spike,.JPG
36,../data/original/National Zoo/Spike/IMG_0665.JPG,IMG_0665.JPG,Spike_IMG_0665.JPG,Spike,.JPG
37,../data/original/National Zoo/Spike/IMG_0549.JPG,IMG_0549.JPG,Spike_IMG_0549.JPG,Spike,.JPG
38,../data/original/National Zoo/Spike/IMG_0500.JPG,IMG_0500.JPG,Spike_IMG_0500.JPG,Spike,.JPG
39,../data/original/National Zoo/Spike/IMG_0965.JPG,IMG_0965.JPG,Spike_IMG_0965.JPG,Spike,.JPG
40,../data/original/National Zoo/Spike/IMG_0319.JPG,IMG_0319.JPG,Spike_IMG_0319.JPG,Spike,.JPG
41,../data/original/National Zoo/Spike/IMG_0846.JPG,IMG_0846.JPG,Spike_IMG_0846.JPG,Spike,.JPG
42,../data/original/National Zoo/Spike/IMG_0996.JPG,IMG_0996.JPG,Spike_IMG_0996.JPG,Spike,.JPG
43,../data/original/National Zoo/Spike/IMG_1369.JPG,IMG_1369.JPG,Spike_IMG_1369.JPG,Spike,.JPG
44,../data/original/National Zoo/Spike/IMG_0668.JPG,IMG_0668.JPG,Spike_IMG_0668.JPG,Spike,.JPG
45,../data/original/National Zoo/Spike/IMG_1168.JPG,IMG_1168.JPG,Spike_IMG_1168.JPG,Spike,.JPG
46,../data/original/National Zoo/Spike/IMG_0806.JPG,IMG_0806.JPG,Spike_IMG_0806.JPG,Spike,.JPG
47,../data/original/National Zoo/Spike/IMG_1172.JPG,IMG_1172.JPG,Spike_IMG_1172.JPG,Spike,.JPG
48,../data/original/National Zoo/Spike/IMG_0130.JPG,IMG_0130.JPG,Spike_IMG_0130.JPG,Spike,.JPG
49,../data/original/National Zoo/Spike/IMG_0269.JPG,IMG_0269.JPG,Spike_IMG_0269.JPG,Spike,.JPG
50,../data/original/National Zoo/Spike/IMG_0716.JPG,IMG_0716.JPG,Spike_IMG_0716.JPG,Spike,.JPG
51,../data/original/National Zoo/Spike/IMG_0706.JPG,IMG_0706.JPG,Spike_IMG_0706.JPG,Spike,.JPG
52,../data/original/National Zoo/Spike/IMG_0940.JPG,IMG_0940.JPG,Spike_IMG_0940.JPG,Spike,.JPG
53,../data/original/National Zoo/Spike/IMG_1372.JPG,IMG_1372.JPG,Spike_IMG_1372.JPG,Spike,.JPG
54,../data/original/National Zoo/Spike/IMG_1179.JPG,IMG_1179.JPG,Spike_IMG_1179.JPG,Spike,.JPG
55,../data/original/National Zoo/Spike/IMG_0248.JPG,IMG_0248.JPG,Spike_IMG_0248.JPG,Spike,.JPG
56,../data/original/National Zoo/Spike/IMG_0725.JPG,IMG_0725.JPG,Spike_IMG_0725.JPG,Spike,.JPG
57,../data/original/National Zoo/Spike/IMG_0863.JPG,IMG_0863.JPG,Spike_IMG_0863.JPG,Spike,.JPG
58,../data/original/National Zoo/Spike/IMG_1178.JPG,IMG_1178.JPG,Spike_IMG_1178.JPG,Spike,.JPG
59,../data/original/National Zoo/Spike/IMG_0420.JPG,IMG_0420.JPG,Spike_IMG_0420.JPG,Spike,.JPG
60,../data/original/National Zoo/Spike/IMG_0220.JPG,IMG_0220.JPG,Spike_IMG_0220.JPG,Spike,.JPG
61,../data/original/National Zoo/Spike/IMG_1360.JPG,IMG_1360.JPG,Spike_IMG_1360.JPG,Spike,.JPG
62,../data/original/National Zoo/Spike/IMG_1019.JPG,IMG_1019.JPG,Spike_IMG_1019.JPG,Spike,.JPG
63,../data/original/National Zoo/Spike/IMG_1190.JPG,IMG_1190.JPG,Spike_IMG_1190.JPG,Spike,.JPG
64,../data/original/National Zoo/Spike/IMG_0624.JPG,IMG_0624.JPG,Spike_IMG_0624.JPG,Spike,.JPG
65,../data/original/National Zoo/Spike/IMG_0202.JPG,IMG_0202.JPG,Spike_IMG_0202.JPG,Spike,.JPG
66,../data/original/National Zoo/Spike/IMG_0744.JPG,IMG_0744.JPG,Spike_IMG_0744.JPG,Spike,.JPG
67,../data/original/National Zoo/Spike/IMG_1037.JPG,IMG_1037.JPG,Spike_IMG_1037.JPG,Spike,.JPG
68,../data/original/National Zoo/Spike/IMG_0727.JPG,IMG_0727.JPG,Spike_IMG_0727.JPG,Spike,.JPG
69,../data/original/National Zoo/Spike/IMG_0555.JPG,IMG_0555.JPG,Spike_IMG_0555.JPG,Spike,.JPG
70,../data/original/National Zoo/Spike/IMG_0540.JPG,IMG_0540.JPG,Spike_IMG_0540.JPG,Spike,.JPG
71,../data/original/National Zoo/Spike/IMG_1264.JPG,IMG_1264.JPG,Spike_IMG_1264.JPG,Spike,.JPG
72,../data/original/National Zoo/Spike/IMG_0667.JPG,IMG_0667.JPG,Spike_IMG_0667.JPG,Spike,.JPG
73,../data/original/National Zoo/Spike/IMG_0821.JPG,IMG_0821.JPG,Spike_IMG_0821.JPG,Spike,.JPG
74,../data/original/National Zoo/Spike/IMG_1226.JPG,IMG_1226.JPG,Spike_IMG_1226.JPG,Spike,.JPG
75,../data/original/National Zoo/Spike/IMG_0922.JPG,IMG_0922.JPG,Spike_IMG_0922.JPG,Spike,.JPG
76,../data/original/National Zoo/Spike/IMG_0738.JPG,IMG_0738.JPG,Spike_IMG_0738.JPG,Spike,.JPG
77,../data/original/National Zoo/Spike/IMG_0655.JPG,IMG_0655.JPG,Spike_IMG_0655.JPG,Spike,.JPG
78,../data/original/National Zoo/Spike/IMG_0503.JPG,IMG_0503.JPG,Spike_IMG_0503.JPG,Spike,.JPG
79,../data/original/National Zoo/Spike/IMG_0715.JPG,IMG_0715.JPG,Spike_IMG_0715.JPG,Spike,.JPG
80,../data/original/National Zoo/Spike/IMG_0409.JPG,IMG_0409.JPG,Spike_IMG_0409.JPG,Spike,.JPG
81,../data/original/National Zoo/Spike/IMG_0796.JPG,IMG_0796.JPG,Spike_IMG_0796.JPG,Spike,.JPG
82,../data/original/National Zoo/Spike/IMG_0205.JPG,IMG_0205.JPG,Spike_IMG_0205.JPG,Spike,.JPG
83,../data/original/National Zoo/Spike/IMG_1374.JPG,IMG_1374.JPG,Spike_IMG_1374.JPG,Spike,.JPG
84,../data/original/National Zoo/Spike/IMG_1276.JPG,IMG_1276.JPG,Spike_IMG_1276.JPG,Spike,.JPG
85,../data/original/National Zoo/Spike/IMG_0610.JPG,IMG_0610.JPG,Spike_IMG_0610.JPG,Spike,.JPG
86,../data/original/National Zoo/Spike/IMG_0335.JPG,IMG_0335.JPG,Spike_IMG_0335.JPG,Spike,.JPG
87,../data/original/National Zoo/Spike/IMG_0812.JPG,IMG_0812.JPG,Spike_IMG_0812.JPG,Spike,.JPG
88,../data/original/National Zoo/Spike/IMG_0958.JPG,IMG_0958.JPG,Spike_IMG_0958.JPG,Spike,.JPG
89,../data/original/National Zoo/Spike/IMG_1163.JPG,IMG_1163.JPG,Spike_IMG_1163.JPG,Spike,.JPG
90,../data/original/National Zoo/Spike/IMG_0271.JPG,IMG_0271.JPG,Spike_IMG_0271.JPG,Spike,.JPG
91,../data/original/National Zoo/Spike/IMG_0832.JPG,IMG_0832.JPG,Spike_IMG_0832.JPG,Spike,.JPG
92,../data/original/National Zoo/Spike/IMG_0224.JPG,IMG_0224.JPG,Spike_IMG_0224.JPG,Spike,.JPG
93,../data/original/National Zoo/Spike/IMG_0487.JPG,IMG_0487.JPG,Spike_IMG_0487.JPG,Spike,.JPG
94,../data/original/National Zoo/Spike/IMG_0696.JPG,IMG_0696.JPG,Spike_IMG_0696.JPG,Spike,.JPG
95,../data/original/National Zoo/Spike/IMG_0978.JPG,IMG_0978.JPG,Spike_IMG_0978.JPG,Spike,.JPG
96,../data/original/National Zoo/Spike/IMG_0584.JPG,IMG_0584.JPG,Spike_IMG_0584.JPG,Spike,.JPG
97,../data/original/National Zoo/Spike/IMG_0192.JPG,IMG_0192.JPG,Spike_IMG_0192.JPG,Spike,.JPG
98,../data/original/National Zoo/Spike/IMG_1094.JPG,IMG_1094.JPG,Spike_IMG_1094.JPG,Spike,.JPG
99,../data/original/National Zoo/Spike/IMG_1286.JPG,IMG_1286.JPG,Spike_IMG_1286.JPG,Spike,.JPG
100,../data/original/National Zoo/Spike/IMG_0371.JPG,IMG_0371.JPG,Spike_IMG_0371.JPG,Spike,.JPG
101,../data/original/National Zoo/Spike/IMG_0607.JPG,IMG_0607.JPG,Spike_IMG_0607.JPG,Spike,.JPG
102,../data/original/National Zoo/Spike/IMG_0622.JPG,IMG_0622.JPG,Spike_IMG_0622.JPG,Spike,.JPG
103,../data/original/National Zoo/Spike/IMG_1045.JPG,IMG_1045.JPG,Spike_IMG_1045.JPG,Spike,.JPG
104,../data/original/National Zoo/Spike/IMG_0728.JPG,IMG_0728.JPG,Spike_IMG_0728.JPG,Spike,.JPG
105,../data/original/National Zoo/Spike/IMG_1220.JPG,IMG_1220.JPG,Spike_IMG_1220.JPG,Spike,.JPG
106,../data/original/National Zoo/Spike/IMG_1072.JPG,IMG_1072.JPG,Spike_IMG_1072.JPG,Spike,.JPG
107,../data/original/National Zoo/Spike/IMG_0761.JPG,IMG_0761.JPG,Spike_IMG_0761.JPG,Spike,.JPG
108,../data/original/National Zoo/Spike/IMG_0854.JPG,IMG_0854.JPG,Spike_IMG_0854.JPG,Spike,.JPG
109,../data/original/National Zoo/Spike/IMG_0235.JPG,IMG_0235.JPG,Spike_IMG_0235.JPG,Spike,.JPG
110,../data/original/National Zoo/Spike/IMG_1243.JPG,IMG_1243.JPG,Spike_IMG_1243.JPG,Spike,.JPG
111,../data/original/National Zoo/Spike/IMG_0190.JPG,IMG_0190.JPG,Spike_IMG_0190.JPG,Spike,.JPG
112,../data/original/National Zoo/Spike/IMG_0519.JPG,IMG_0519.JPG,Spike_IMG_0519.JPG,Spike,.JPG
113,../data/original/National Zoo/Spike/IMG_0973.JPG,IMG_0973.JPG,Spike_IMG_0973.JPG,Spike,.JPG
114,../data/original/National Zoo/Spike/IMG_0597.JPG,IMG_0597.JPG,Spike_IMG_0597.JPG,Spike,.JPG
115,../data/original/National Zoo/Spike/IMG_0510.JPG,IMG_0510.JPG,Spike_IMG_0510.JPG,Spike,.JPG
116,../data/original/National Zoo/Spike/IMG_0214.JPG,IMG_0214.JPG,Spike_IMG_0214.JPG,Spike,.JPG
117,../data/original/National Zoo/Spike/IMG_0837.JPG,IMG_0837.JPG,Spike_IMG_0837.JPG,Spike,.JPG
118,../data/original/National Zoo/Spike/IMG_0185.JPG,IMG_0185.JPG,Spike_IMG_0185.JPG,Spike,.JPG
119,../data/original/National Zoo/Spike/IMG_1055.JPG,IMG_1055.JPG,Spike_IMG_1055.JPG,Spike,.JPG
120,../data/original/National Zoo/Spike/IMG_1270.JPG,IMG_1270.JPG,Spike_IMG_1270.JPG,Spike,.JPG
121,../data/original/National Zoo/Spike/IMG_1167.JPG,IMG_1167.JPG,Spike_IMG_1167.JPG,Spike,.JPG
122,../data/original/National Zoo/Spike/IMG_1028.JPG,IMG_1028.JPG,Spike_IMG_1028.JPG,Spike,.JPG
123,../data/original/National Zoo/Spike/IMG_0359.JPG,IMG_0359.JPG,Spike_IMG_0359.JPG,Spike,.JPG
124,../data/original/National Zoo/Spike/IMG_0254.JPG,IMG_0254.JPG,Spike_IMG_0254.JPG,Spike,.JPG
125,../data/original/National Zoo/Spike/IMG_0569.JPG,IMG_0569.JPG,Spike_IMG_0569.JPG,Spike,.JPG
126,../data/original/National Zoo/Spike/IMG_0186.JPG,IMG_0186.JPG,Spike_IMG_0186.JPG,Spike,.JPG
127,../data/original/National Zoo/Spike/IMG_0880.JPG,IMG_0880.JPG,Spike_IMG_0880.JPG,Spike,.JPG
128,../data/original/National Zoo/Spike/IMG_0567.JPG,IMG_0567.JPG,Spike_IMG_0567.JPG,Spike,.JPG
129,../data/original/National Zoo/Spike/IMG_1128.JPG,IMG_1128.JPG,Spike_IMG_1128.JPG,Spike,.JPG
130,../data/original/National Zoo/Spike/IMG_0334.JPG,IMG_0334.JPG,Spike_IMG_0334.JPG,Spike,.JPG
131,../data/original/National Zoo/Spike/IMG_0838.JPG,IMG_0838.JPG,Spike_IMG_0838.JPG,Spike,.JPG
132,../data/original/National Zoo/Spike/IMG_0551.JPG,IMG_0551.JPG,Spike_IMG_0551.JPG,Spike,.JPG
133,../data/original/National Zoo/Spike/IMG_0553.JPG,IMG_0553.JPG,Spike_IMG_0553.JPG,Spike,.JPG
134,../data/original/National Zoo/Spike/IMG_0717.JPG,IMG_0717.JPG,Spike_IMG_0717.JPG,Spike,.JPG
135,../data/original/National Zoo/Spike/IMG_1359.JPG,IMG_1359.JPG,Spike_IMG_1359.JPG,Spike,.JPG
136,../data/original/National Zoo/Spike/IMG_1002.JPG,IMG_1002.JPG,Spike_IMG_1002.JPG,Spike,.JPG
137,../data/original/National Zoo/Spike/IMG_1257.JPG,IMG_1257.JPG,Spike_IMG_1257.JPG,Spike,.JPG
138,../data/original/National Zoo/Spike/IMG_0643.JPG,IMG_0643.JPG,Spike_IMG_0643.JPG,Spike,.JPG
139,../data/original/National Zoo/Spike/IMG_1362.JPG,IMG_1362.JPG,Spike_IMG_1362.JPG,Spike,.JPG
140,../data/original/National Zoo/Spike/IMG_0198.JPG,IMG_0198.JPG,Spike_IMG_0198.JPG,Spike,.JPG
141,../data/original/National Zoo/Spike/IMG_0743.JPG,IMG_0743.JPG,Spike_IMG_0743.JPG,Spike,.JPG
142,../data/original/National Zoo/Spike/IMG_1174.JPG,IMG_1174.JPG,Spike_IMG_1174.JPG,Spike,.JPG
143,../data/original/National Zoo/Spike/IMG_0155.JPG,IMG_0155.JPG,Spike_IMG_0155.JPG,Spike,.JPG
144,../data/original/National Zoo/Spike/IMG_0520.JPG,IMG_0520.JPG,Spike_IMG_0520.JPG,Spike,.JPG
145,../data/original/National Zoo/Spike/IMG_1314.JPG,IMG_1314.JPG,Spike_IMG_1314.JPG,Spike,.JPG
146,../data/original/National Zoo/Spike/IMG_1090.JPG,IMG_1090.JPG,Spike_IMG_1090.JPG,Spike,.JPG
147,../data/original/National Zoo/Spike/IMG_0531.JPG,IMG_0531.JPG,Spike_IMG_0531.JPG,Spike,.JPG
148,../data/original/National Zoo/Spike/IMG_0301.JPG,IMG_0301.JPG,Spike_IMG_0301.JPG,Spike,.JPG
149,../data/original/National Zoo/Spike/IMG_1011.JPG,IMG_1011.JPG,Spike_IMG_1011.JPG,Spike,.JPG
150,../data/original/National Zoo/Spike/IMG_0378.JPG,IMG_0378.JPG,Spike_IMG_0378.JPG,Spike,.JPG
151,../data/original/National Zoo/Spike/IMG_1299.JPG,IMG_1299.JPG,Spike_IMG_1299.JPG,Spike,.JPG
152,../data/original/National Zoo/Spike/IMG_0825.JPG,IMG_0825.JPG,Spike_IMG_0825.JPG,Spike,.JPG
153,../data/original/National Zoo/Spike/IMG_0664.JPG,IMG_0664.JPG,Spike_IMG_0664.JPG,Spike,.JPG
154,../data/original/National Zoo/Spike/IMG_0266.JPG,IMG_0266.JPG,Spike_IMG_0266.JPG,Spike,.JPG
155,../data/original/National Zoo/Spike/IMG_0585.JPG,IMG_0585.JPG,Spike_IMG_0585.JPG,Spike,.JPG
156,../data/original/National Zoo/Spike/IMG_1111.JPG,IMG_1111.JPG,Spike_IMG_1111.JPG,Spike,.JPG
157,../data/original/National Zoo/Spike/IMG_1012.JPG,IMG_1012.JPG,Spike_IMG_1012.JPG,Spike,.JPG
158,../data/original/National Zoo/Spike/IMG_0872.JPG,IMG_0872.JPG,Spike_IMG_0872.JPG,Spike,.JPG
159,../data/original/National Zoo/Spike/IMG_0416.JPG,IMG_0416.JPG,Spike_IMG_0416.JPG,Spike,.JPG
160,../data/original/National Zoo/Spike/IMG_0676.JPG,IMG_0676.JPG,Spike_IMG_0676.JPG,Spike,.JPG
161,../data/original/National Zoo/Spike/IMG_0951.JPG,IMG_0951.JPG,Spike_IMG_0951.JPG,Spike,.JPG
162,../data/original/National Zoo/Spike/IMG_1325.JPG,IMG_1325.JPG,Spike_IMG_1325.JPG,Spike,.JPG
163,../data/original/National Zoo/Spike/IMG_0350.JPG,IMG_0350.JPG,Spike_IMG_0350.JPG,Spike,.JPG
164,../data/original/National Zoo/Spike/IMG_0672.JPG,IMG_0672.JPG,Spike_IMG_0672.JPG,Spike,.JPG
165,../data/original/National Zoo/Spike/IMG_0446.JPG,IMG_0446.JPG,Spike_IMG_0446.JPG,Spike,.JPG
166,../data/original/National Zoo/Spike/IMG_0174.JPG,IMG_0174.JPG,Spike_IMG_0174.JPG,Spike,.JPG
167,../data/original/National Zoo/Spike/IMG_1165.JPG,IMG_1165.JPG,Spike_IMG_1165.JPG,Spike,.JPG
168,../data/original/National Zoo/Spike/IMG_0484.JPG,IMG_0484.JPG,Spike_IMG_0484.JPG,Spike,.JPG
169,../data/original/National Zoo/Spike/IMG_0557.JPG,IMG_0557.JPG,Spike_IMG_0557.JPG,Spike,.JPG
170,../data/original/National Zoo/Spike/IMG_1101.JPG,IMG_1101.JPG,Spike_IMG_1101.JPG,Spike,.JPG
171,../data/original/National Zoo/Spike/IMG_0313.JPG,IMG_0313.JPG,Spike_IMG_0313.JPG,Spike,.JPG
172,../data/original/National Zoo/Spike/IMG_0742.JPG,IMG_0742.JPG,Spike_IMG_0742.JPG,Spike,.JPG
173,../data/original/National Zoo/Spike/IMG_0960.JPG,IMG_0960.JPG,Spike_IMG_0960.JPG,Spike,.JPG
174,../data/original/National Zoo/Spike/IMG_1379.JPG,IMG_1379.JPG,Spike_IMG_1379.JPG,Spike,.JPG
175,../data/original/National Zoo/Spike/IMG_0887.JPG,IMG_0887.JPG,Spike_IMG_0887.JPG,Spike,.JPG
176,../data/original/National Zoo/Spike/IMG_0589.JPG,IMG_0589.JPG,Spike_IMG_0589.JPG,Spike,.JPG
177,../data/original/National Zoo/Spike/IMG_1316.JPG,IMG_1316.JPG,Spike_IMG_1316.JPG,Spike,.JPG
178,../data/original/National Zoo/Spike/IMG_0606.JPG,IMG_0606.JPG,Spike_IMG_0606.JPG,Spike,.JPG
179,../data/original/National Zoo/Spike/IMG_1044.JPG,IMG_1044.JPG,Spike_IMG_1044.JPG,Spike,.JPG
180,../data/original/National Zoo/Spike/IMG_1106.JPG,IMG_1106.JPG,Spike_IMG_1106.JPG,Spike,.JPG
181,../data/original/National Zoo/Spike/IMG_0151.JPG,IMG_0151.JPG,Spike_IMG_0151.JPG,Spike,.JPG
182,../data/original/National Zoo/Spike/IMG_0556.JPG,IMG_0556.JPG,Spike_IMG_0556.JPG,Spike,.JPG
183,../data/original/National Zoo/Spike/IMG_0412.JPG,IMG_0412.JPG,Spike_IMG_0412.JPG,Spike,.JPG
184,../data/original/National Zoo/Spike/IMG_1320.JPG,IMG_1320.JPG,Spike_IMG_1320.JPG,Spike,.JPG
185,../data/original/National Zoo/Spike/IMG_0306.JPG,IMG_0306.JPG,Spike_IMG_0306.JPG,Spike,.JPG
186,../data/original/National Zoo/Spike/IMG_0356.JPG,IMG_0356.JPG,Spike_IMG_0356.JPG,Spike,.JPG
187,../data/original/National Zoo/Spike/IMG_0814.JPG,IMG_0814.JPG,Spike_IMG_0814.JPG,Spike,.JPG
188,../data/original/National Zoo/Spike/IMG_1367.JPG,IMG_1367.JPG,Spike_IMG_1367.JPG,Spike,.JPG
189,../data/original/National Zoo/Spike/IMG_0255.JPG,IMG_0255.JPG,Spike_IMG_0255.JPG,Spike,.JPG
190,../data/original/National Zoo/Spike/IMG_0355.JPG,IMG_0355.JPG,Spike_IMG_0355.JPG,Spike,.JPG
191,../data/original/National Zoo/Spike/IMG_0765.JPG,IMG_0765.JPG,Spike_IMG_0765.JPG,Spike,.JPG
192,../data/original/National Zoo/Spike/IMG_0133.JPG,IMG_0133.JPG,Spike_IMG_0133.JPG,Spike,.JPG
193,../data/original/National Zoo/Spike/IMG_0518.JPG,IMG_0518.JPG,Spike_IMG_0518.JPG,Spike,.JPG
194,../data/original/National Zoo/Spike/IMG_0888.JPG,IMG_0888.JPG,Spike_IMG_0888.JPG,Spike,.JPG
195,../data/original/National Zoo/Spike/IMG_0245.JPG,IMG_0245.JPG,Spike_IMG_0245.JPG,Spike,.JPG
196,../data/original/National Zoo/Spike/IMG_1158.JPG,IMG_1158.JPG,Spike_IMG_1158.JPG,Spike,.JPG
197,../data/original/National Zoo/Spike/IMG_1036.JPG,IMG_1036.JPG,Spike_IMG_1036.JPG,Spike,.JPG
198,../data/original/National Zoo/Spike/IMG_0921.JPG,IMG_0921.JPG,Spike_IMG_0921.JPG,Spike,.JPG
199,../data/original/National Zoo/Spike/IMG_0341.JPG,IMG_0341.JPG,Spike_IMG_0341.JPG,Spike,.JPG
200,../data/original/National Zoo/Spike/IMG_1346.JPG,IMG_1346.JPG,Spike_IMG_1346.JPG,Spike,.JPG
201,../data/original/National Zoo/Spike/IMG_0866.JPG,IMG_0866.JPG,Spike_IMG_0866.JPG,Spike,.JPG
202,../data/original/National Zoo/Spike/IMG_0619.JPG,IMG_0619.JPG,Spike_IMG_0619.JPG,Spike,.JPG
203,../data/original/National Zoo/Spike/IMG_1136.JPG,IMG_1136.JPG,Spike_IMG_1136.JPG,Spike,.JPG
204,../data/original/National Zoo/Spike/IMG_0347.JPG,IMG_0347.JPG,Spike_IMG_0347.JPG,Spike,.JPG
205,../data/original/National Zoo/Spike/IMG_0326.JPG,IMG_0326.JPG,Spike_IMG_0326.JPG,Spike,.JPG
206,../data/original/National Zoo/Spike/IMG_0439.JPG,IMG_0439.JPG,Spike_IMG_0439.JPG,Spike,.JPG
207,../data/original/National Zoo/Spike/IMG_0723.JPG,IMG_0723.JPG,Spike_IMG_0723.JPG,Spike,.JPG
208,../data/original/National Zoo/Spike/IMG_1306.JPG,IMG_1306.JPG,Spike_IMG_1306.JPG,Spike,.JPG
209,../data/original/National Zoo/Spike/IMG_0194.JPG,IMG_0194.JPG,Spike_IMG_0194.JPG,Spike,.JPG
210,../data/original/National Zoo/Spike/IMG_0233.JPG,IMG_0233.JPG,Spike_IMG_0233.JPG,Spike,.JPG
211,../data/original/National Zoo/Spike/IMG_1122.JPG,IMG_1122.JPG,Spike_IMG_1122.JPG,Spike,.JPG
212,../data/original/National Zoo/Spike/IMG_1357.JPG,IMG_1357.JPG,Spike_IMG_1357.JPG,Spike,.JPG
213,../data/original/National Zoo/Spike/IMG_1118.JPG,IMG_1118.JPG,Spike_IMG_1118.JPG,Spike,.JPG
214,../data/original/National Zoo/Spike/IMG_0522.JPG,IMG_0522.JPG,Spike_IMG_0522.JPG,Spike,.JPG
215,../data/original/National Zoo/Spike/IMG_0808.JPG,IMG_0808.JPG,Spike_IMG_0808.JPG,Spike,.JPG
216,../data/original/National Zoo/Spike/IMG_0545.JPG,IMG_0545.JPG,Spike_IMG_0545.JPG,Spike,.JPG
217,../data/original/National Zoo/Spike/IMG_1145.JPG,IMG_1145.JPG,Spike_IMG_1145.JPG,Spike,.JPG
218,../data/original/National Zoo/Spike/IMG_0384.JPG,IMG_0384.JPG,Spike_IMG_0384.JPG,Spike,.JPG
219,../data/original/National Zoo/Spike/IMG_0380.JPG,IMG_0380.JPG,Spike_IMG_0380.JPG,Spike,.JPG
220,../data/original/National Zoo/Spike/IMG_1146.JPG,IMG_1146.JPG,Spike_IMG_1146.JPG,Spike,.JPG
221,../data/original/National Zoo/Spike/IMG_0212.JPG,IMG_0212.JPG,Spike_IMG_0212.JPG,Spike,.JPG
